Identifiant de l'élément;Code de la catégorie;Nom base français;Nom frontière français;1er niveau;2eme niveau;3eme niveau;4eme niveau;5eme niveau;Unité anglais;Structure;Somme de Total poste non décomposé2;Nombre de Total poste non décomposé,,,,,
15672;Electricité > Mix réseau électrique > Autres pays du monde;Électricité;(vide);Electricité ; Mix réseau électrique ;;;;kgCO2e/kWh;élément non décomposé;0,262;1,,,,
13546;Combustibles > Fossiles > Gazeux > Propane et butane;Butane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/kg;élément décomposé par poste et par gaz;3,44;1,,,,
15676;Electricité > Mix réseau électrique > Autres pays du monde;Électricité;(vide);Electricité ; Mix réseau électrique ;;;;kgCO2e/kWh;élément non décomposé;0,499;1,,,,
13547;Combustibles > Fossiles > Gazeux > Propane et butane;Butane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/kWh ICV;élément décomposé par poste et par gaz;0,27;1,,,,
15680;Electricité > Mix réseau électrique > Autres pays du monde;Électricité;(vide);Electricité ; Mix réseau électrique ;;;;kgCO2e/kWh;élément non décomposé;0,766;1,,,,
13548;Combustibles > Fossiles > Gazeux > Propane et butane;Butane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/kWh ICV;élément décomposé par poste et par gaz;0,273;1,,,,
15684;Electricité > Mix réseau électrique > Autres pays du monde;Électricité;(vide);Electricité ; Mix réseau électrique ;;;;kgCO2e/kWh;élément non décomposé;0,176;1,,,,
13549;Combustibles > Fossiles > Gazeux > Propane et butane;Butane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/liter;élément décomposé par poste et par gaz;2,04;1,,,,
15688;Electricité > Mix réseau électrique > Autres pays du monde;Électricité;(vide);Electricité ; Mix réseau électrique ;;;;kgCO2e/kWh;élément non décomposé;0,389;1,,,,
13550;Combustibles > Fossiles > Gazeux > Propane et butane;Butane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/liter;élément décomposé par poste et par gaz;2;1,,,,,
15692;Electricité > Mix réseau électrique > Autres pays du monde;Électricité;(vide);Electricité ; Mix réseau électrique ;;;;kgCO2e/kWh;élément non décomposé;0,332;1,,,,
13551;Combustibles > Fossiles > Gazeux > Propane et butane;Butane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/toe ICV;élément décomposé par poste et par gaz;3130;1,,,,,
15696;Electricité > Mix réseau électrique > Autres pays du monde;Électricité;(vide);Electricité ; Mix réseau électrique ;;;;kgCO2e/kWh;élément non décomposé;0,298;1,,,,
13552;Combustibles > Fossiles > Gazeux > Propane et butane;Butane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/toe ICV;élément décomposé par poste et par gaz;3170;1,,,,,
15701;Electricité > Mix réseau électrique > Autres pays du monde;Électricité;(vide);Electricité ; Mix réseau électrique ;;;;kgCO2e/kWh;élément non décomposé;0,264;1,,,,
13553;Combustibles > Fossiles > Gazeux > Propane et butane;Propane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/GJ ICV;élément décomposé par poste et par gaz;74,4;1,,,,
15706;Electricité > Mix réseau électrique > Autres pays du monde;Électricité;(vide);Electricité ; Mix réseau électrique ;;;;kgCO2e/kWh;élément non décomposé;0,842;1,,,,
13554;Combustibles > Fossiles > Gazeux > Propane et butane;Propane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/GJ ICV;élément décomposé par poste et par gaz;75,4;1,,,,
15710;Electricité > Mix réseau électrique > Autres pays du monde;Électricité;(vide);Electricité ; Mix réseau électrique ;;;;kgCO2e/kWh;élément non décomposé;0,737;1,,,,
13555;Combustibles > Fossiles > Gazeux > Propane et butane;Propane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/kg;élément décomposé par poste et par gaz;3,52;1,,,,
15714;Electricité > Mix réseau électrique > Autres pays du monde;Électricité en Europe;(vide);Electricité ; Mix réseau électrique ;;;;kgCO2e/kWh;élément non décomposé;0,42;1,,,,
13556;Combustibles > Fossiles > Gazeux > Propane et butane;Propane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/kg;élément décomposé par poste et par gaz;3,46;1,,,,
20539;Achats de biens > Métaux et produits métalliques > Autres métaux;Nickel;recyclé;Achats de biens ; Métaux et produits métalliques ;;;;kgCO2e/ton;élément non décomposé;9167;1,,,,,
13557;Combustibles > Fossiles > Gazeux > Propane et butane;Propane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/kWh ICV;élément décomposé par poste et par gaz;0,269;1,,,,
20546;Achats de biens > Produits minéraux non métalliques > Verres et articles en verre > Autres verres;Fibre de verre;neuf;Achats de biens ; Produits minéraux non métalliques ; Verres et articles en verre ;;;kgCO2e/kg;élément non décomposé;2,13;1,,,,
13558;Combustibles > Fossiles > Gazeux > Propane et butane;Propane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/kWh ICV;élément décomposé par poste et par gaz;0,272;1,,,,
20557;Achats de biens > Autres produits manufacturés > Consommables de bureau;Consommables bureautiques;(vide);Achats de biens ; Autres produits manufacturés ;;;;kgCO2e/euro spent;élément non décomposé;0,917;1,,,,
13559;Combustibles > Fossiles > Gazeux > Propane et butane;Propane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/liter;élément décomposé par poste et par gaz;1,81;1,,,,
20561;Achats de biens > Plastiques et produits chimiques > Produits chimiques > Engrais,phytosanitaires... > Phytosanitaires;Banol;(vide);Achats de biens ; Plastiques et produits chimiques ; Produits chimiques ; Engrais,phytosanitaires... ;;kgCO2e/kg of active substance;élément non décomposé;9,2;1,,
13560;Combustibles > Fossiles > Gazeux > Propane et butane;Propane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/liter;élément décomposé par poste et par gaz;1,8;1,,,,
20565;Achats de biens > Plastiques et produits chimiques > Produits chimiques > Engrais,phytosanitaires... > Phytosanitaires;Molluscides (methiocarbe);(vide);Achats de biens ; Plastiques et produits chimiques ; Produits chimiques ; Engrais,phytosanitaires... ;;kgCO2e/kg of active substance;élément décomposé par gaz;8,94;1,,
13561;Combustibles > Fossiles > Gazeux > Propane et butane;Propane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/toe ICV;élément décomposé par poste et par gaz;3061;1,,,,,
20593;Achats de biens > Machines et équipements > Informatique et équipements électroniques;Montant des achats;(vide);Achats de biens ; Machines et équipements ;;;;kgCO2e/keuro;élément non décomposé;917;1,,,,,
13562;Combustibles > Fossiles > Gazeux > Propane et butane;Propane;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/toe ICV;élément décomposé par poste et par gaz;3167;1,,,,,
20629;Achats de biens > Autres produits manufacturés > Articles de sport;Sport d'hiver,casque de skis;(vide);Achats de biens ; Autres produits manufacturés ;;;;kgCO2e/device;élément non décomposé;1,2;1,,,
13851;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;GNL,Gaz Naturel Liquéfié;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kg;élément décomposé par poste et par gaz;3,51;1,,,
20634;Achats de biens > Autres produits manufacturés > Articles de sport;Tout sport,maillot;(vide);Achats de biens ; Autres produits manufacturés ;;;;kgCO2e/device;élément non décomposé;1;1,,,,
13990;Combustibles > Fossiles > Liquides > Usage sources mobiles > Autres usages;Gazole non routier;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/GJ ICV;élément décomposé par poste et par gaz;89,7;1,,,,
20683;Achats de services > Restauration;Repas;végétarien;Achats de services ;;;;;kgCO2e/meal;élément non décomposé;0,51;1,,,,
13991;Combustibles > Fossiles > Liquides > Usage sources mobiles > Autres usages;Gazole non routier;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kWh ICV;élément décomposé par poste et par gaz;0,323;1,,,,
20687;Achats de services > Restauration;Repas;classique (avec boeuf);Achats de services ;;;;;kgCO2e/meal;élément non décomposé;6,29;1,,,,
13992;Combustibles > Fossiles > Liquides > Usage sources mobiles > Autres usages;Gazole non routier;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste et par gaz;3768;1,,,,,
20691;Achats de biens > Produits minéraux non métalliques > Matériaux de construction;Poutrelle en béton;(vide);Achats de biens ; Produits minéraux non métalliques ;;;;kgCO2e/mL;élément non décomposé;3,22;1,,,,
14014;Combustibles > Fossiles > Liquides > Usage sources mobiles > Autres usages;Gazole non routier;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kg;élément décomposé par poste et par gaz;3,76;1,,,,
20695;Achats de biens > Produits minéraux non métalliques > Matériaux de construction;Complexe de doublage d'isol. Therm.;(vide);Achats de biens ; Produits minéraux non métalliques ;;;;kgCO2e/m² of floor;élément non décomposé;5,79;1,,,,
14015;Combustibles > Fossiles > Liquides > Usage sources mobiles > Autres usages;Gazole non routier;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/liter;élément décomposé par poste et par gaz;3,17;1,,,,
20699;Achats de biens > Produits minéraux non métalliques > Matériaux de construction;Monomur terre cuite;(vide);Achats de biens ; Produits minéraux non métalliques ;;;;kgCO2e/m²;élément non décomposé;44,3;1,,,,
14020;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;GNL,Gaz Naturel Liquéfié;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kWh ICV;élément décomposé par poste et par gaz;0,255;1,,,
20706;Achats de biens > Produits minéraux non métalliques > Enrobés pour la route;Enrobé;(vide);Achats de biens ; Produits minéraux non métalliques ;;;;kgCO2e/ton;élément non décomposé;55,1;1,,,,
14021;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;GNL,Gaz Naturel Liquéfié;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste et par gaz;2974;1,,,,
20710;Achats de biens > Produits minéraux non métalliques > Enrobés pour la route;Béton de ciment;(vide);Achats de biens ; Produits minéraux non métalliques ;;;;kgCO2e/ton;élément non décomposé;134;1,,,,,
14022;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;GNL,Gaz Naturel Liquéfié;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/GJ ICV;élément décomposé par poste et par gaz;70,8;1,,,
20714;Achats de biens > Produits minéraux non métalliques > Enrobés pour la route;Enrobés bitumineux;(vide);Achats de biens ; Produits minéraux non métalliques ;;;;kgCO2e/ton;élément non décomposé;43,7;1,,,,
14028;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;GPL pour véhicule routier;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/GJ ICV;élément décomposé par poste et par gaz;75,4;1,,,,
20721;Achats de biens > Bois;Bois d'oeuvre (construction);(si replanté),amont;Achats de biens ;;;;;kgCO2e/ton;élément décomposé par gaz;36,7;1,,,
14029;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;GPL pour véhicule routier;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kg;élément décomposé par poste et par gaz;3,45;1,,,,
20729;Achats de biens > Bâtiments,ouvrages d'art et voirie > Bâtiments;Bâtiment agricole;(vide);Achats de biens ; Bâtiments,ouvrages d'art et voirie ;;;;kgCO2e/m²;élément non décomposé;220;1,,,
14030;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;GPL pour véhicule routier;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kWh ICV;élément décomposé par poste et par gaz;0,272;1,,,,
20733;Achats de biens > Bâtiments,ouvrages d'art et voirie > Bâtiments;Garage;(vide);Achats de biens ; Bâtiments,ouvrages d'art et voirie ;;;;kgCO2e/m²;élément non décomposé;220;1,,,
14031;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;GPL pour véhicule routier;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/liter;élément décomposé par poste et par gaz;1,86;1,,,,
20739;Achats de biens > Bâtiments,ouvrages d'art et voirie > Bâtiments;Etablissement de santé;(vide);Achats de biens ; Bâtiments,ouvrages d'art et voirie ;;;;kgCO2e/m²;élément non décomposé;440;1,,,
14032;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;GPL pour véhicule routier;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste et par gaz;3169;1,,,,,
9356;Combustibles > Caractéristiques physiques > PCI - Pouvoir Calorifique Inférieur;GNL,Gaz Naturel Liquéfié;PCI;Combustibles ; Caractéristiques physiques ;;;;GJ / ton;élément non décomposé;44,2;1,,,
14033;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;HFO (Heavy Fuel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/GJ ICV;élément décomposé par poste et par gaz;91,5;1,,,,
14513;Process et émissions fugitives > Réfrigération et climatisation > Réfrigération > Industrielle - procédés;Réfrigération industrielle;ratio de charge;Process et émissions fugitives ; Réfrigération et climatisation ; Réfrigération ;;;kg of fluid / kW frigo;élément non décomposé;6;1,,,,,
14034;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;HFO (Heavy Fuel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kg;élément décomposé par poste et par gaz;3,64;1,,,,
14552;Process et émissions fugitives > Réfrigération et climatisation > Réfrigération > Industrielle - procédés;Réfrigération industrielle;charge moyenne;Process et émissions fugitives ; Réfrigération et climatisation ; Réfrigération ;;;kg of fluid;élément non décomposé;2,1;1,,,,
14035;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;HFO (Heavy Fuel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kWh ICV;élément décomposé par poste et par gaz;0,327;1,,,,
14598;Process et émissions fugitives > Réfrigération et climatisation > Climatisation > Résidentielle;Climatisation à air,type 'split';charge moyenne;Process et émissions fugitives ; Réfrigération et climatisation ; Climatisation ;;;kg of fluid;élément non décomposé;1;1,,,,
14036;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;HFO (Heavy Fuel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/liter;élément décomposé par poste et par gaz;2,93;1,,,,
14600;Process et émissions fugitives > Réfrigération et climatisation > Climatisation > Résidentielle;Climatisation à air,type 'window';charge moyenne;Process et émissions fugitives ; Réfrigération et climatisation ; Climatisation ;;;kg of fluid;élément non décomposé;0,6;1,,,
14037;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;HFO (Heavy Fuel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste et par gaz;3831;1,,,,,
14618;Process et émissions fugitives > Réfrigération et climatisation > Climatisation > Tertiaire hors commerces;Climatisation à air,type 'DRV';charge moyenne;Process et émissions fugitives ; Réfrigération et climatisation ; Climatisation ;;;kg of fluid;élément non décomposé;9;1,,,,
14038;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;LFO (Light Fuel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/GJ ICV;élément décomposé par poste et par gaz;91,6;1,,,,
14624;Process et émissions fugitives > Réfrigération et climatisation > Climatisation > Tertiaire hors commerces;Climatisation à air,moyenne tous équipements confondus;charge moyenne;Process et émissions fugitives ; Réfrigération et climatisation ; Climatisation ;;;kg of fluid;élément non décomposé;9;1,,,,
14039;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;LFO (Light Fuel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kg;élément décomposé par poste et par gaz;3,85;1,,,,
14628;Process et émissions fugitives > Réfrigération et climatisation > Climatisation > Tertiaire hors commerces;Climatisation à eau glacée,chillers à compresseur volumétrique;ratio de charge;Process et émissions fugitives ; Réfrigération et climatisation ; Climatisation ;;;kg of fluid / m²;élément non décomposé;0,3;1,,,
14040;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;LFO (Light Fuel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kWh ICV;élément décomposé par poste et par gaz;0,331;1,,,,
14636;Process et émissions fugitives > Réfrigération et climatisation > Climatisation > Tertiaire hors commerces;Climatisation à eau glacée,chillers à compresseur centrifuge moyenne;ratio de charge;Process et émissions fugitives ; Réfrigération et climatisation ; Climatisation ;;;kg of fluid / m²;élément non décomposé;0,3;1,,,
14041;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;LFO (Light Fuel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/liter;élément décomposé par poste et par gaz;3,05;1,,,,
14663;Process et émissions fugitives > Réfrigération et climatisation > Réfrigération > Commerciale;Réfrigération commerciale;charge moyenne;Process et émissions fugitives ; Réfrigération et climatisation ; Réfrigération ;;;kg of fluid;élément non décomposé;0,3;1,,,,
14042;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;LFO (Light Fuel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste et par gaz;3845;1,,,,,
14681;Process et émissions fugitives > Réfrigération et climatisation > Réfrigération > Commerciale;Réfrigération commerciale;charge moyenne;Process et émissions fugitives ; Réfrigération et climatisation ; Réfrigération ;;;kg of fluid;élément non décomposé;5;1,,,,,
14043;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;MDO (Marine Diesel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/GJ ICV;élément décomposé par poste et par gaz;91,6;1,,,,
14687;Process et émissions fugitives > Réfrigération et climatisation > Réfrigération > Commerciale;Réfrigération commerciale;ratio de charge;Process et émissions fugitives ; Réfrigération et climatisation ; Réfrigération ;;;kg of fluid / m²;élément non décomposé;0,21;1,,,,
14044;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;MDO (Marine Diesel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kg;élément décomposé par poste et par gaz;3,85;1,,,,
14694;Process et émissions fugitives > Réfrigération et climatisation > Climatisation > Transport de personnes;Climatisation automobile;charge moyenne;Process et émissions fugitives ; Réfrigération et climatisation ; Climatisation ;;;kg of fluid;élément non décomposé;0,52;1,,,,
14045;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;MDO (Marine Diesel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kWh ICV;élément décomposé par poste et par gaz;0,331;1,,,,
14712;Process et émissions fugitives > Réfrigération et climatisation > Réfrigération > Transport de marchandises;Réfrigération fret routier;charge moyenne;Process et émissions fugitives ; Réfrigération et climatisation ; Réfrigération ;;;kg of fluid;élément non décomposé;2,2;1,,,,
14046;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;MDO (Marine Diesel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/liter;élément décomposé par poste et par gaz;3,05;1,,,,
14718;Process et émissions fugitives > Réfrigération et climatisation > Réfrigération > Transport de marchandises;Réfrigération fret routier;charge moyenne;Process et émissions fugitives ; Réfrigération et climatisation ; Réfrigération ;;;kg of fluid;élément non décomposé;4,6;1,,,,
14047;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage maritime et fluvial;MDO (Marine Diesel Oil);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste et par gaz;3845;1,,,,,
14728;Process et émissions fugitives > Réfrigération et climatisation > Réfrigération > Industrielle - procédés;Réfrigération industrielle;charge moyenne;Process et émissions fugitives ; Réfrigération et climatisation ; Réfrigération ;;;kg of fluid;élément non décomposé;250;1,,,,,
14048;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Carbureacteur;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/GJ ICV;élément décomposé par poste et par gaz;85,3;1,,,,
14741;Process et émissions fugitives > Déchets > Traitement des eaux usées > Eaux usées urbaines;Traitement des eaux usées;part CH4;Process et émissions fugitives ; Déchets ; Traitement des eaux usées ;;;kgCO2e/kg of suppressed DCO;élément décomposé par gaz;0,0056;1,,,,
14049;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Carbureacteur;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/GJ ICV;élément décomposé par poste et par gaz;86,9;1,,,,
14743;Process et émissions fugitives > Process industriels > Decarbonation;Décarbonatation;(vide);Process et émissions fugitives ; Process industriels ;;;;kgCO2e/ton;élément décomposé par gaz;765;1,,,,,
14050;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Carbureacteur;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kg;élément décomposé par poste et par gaz;3,78;1,,,,
14745;Process et émissions fugitives > Process industriels > Decarbonation;Décarbonatation;(vide);Process et émissions fugitives ; Process industriels ;;;;kgCO2e/ton;élément décomposé par gaz;157;1,,,,,
14051;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Carbureacteur;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kg;élément décomposé par poste et par gaz;3,82;1,,,,
15303;Combustibles > Fossiles > Liquides > Usage source fixe;Combustible haute viscosité (CHV);(vide);Combustibles ; Fossiles ; Liquides ;;;kgCO2e/kg;élément décomposé par poste et par gaz;3,65;1,,,,
14052;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Carbureacteur;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kWh ICV;élément décomposé par poste et par gaz;0,307;1,,,,
15306;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage routier;GNL,Gaz Naturel Liquéfié;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/liter;élément décomposé par poste et par gaz;2,3;1,,,
14053;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Carbureacteur;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kWh ICV;élément décomposé par poste et par gaz;0,313;1,,,,
15310;Combustibles > Fossiles > Gazeux > Gaz naturel;Gaz naturel;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/toe SCV;élément décomposé par poste et par gaz;2494;1,,,,,
14054;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Carbureacteur;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/liter;élément décomposé par poste et par gaz;3,02;1,,,,
15319;Combustibles > Fossiles > Gazeux > Gaz naturel;Gaz naturel;(vide);Combustibles ; Fossiles ; Gazeux ;;;kgCO2e/m3 (n);élément décomposé par poste et par gaz;2,53;1,,,,
14055;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Carbureacteur;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/liter;élément décomposé par poste et par gaz;3,01;1,,,,
15321;UTCF > Changement d'affectation des sols;Changement d'affectation des sols direct (culture vers imperméabilisés);(vide);UTCF ;;;;;kgCO2e/ha;élément décomposé par gaz;190000;1,,,,,
14056;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Carbureacteur;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste et par gaz;3584;1,,,,,
15323;UTCF > Changement d'affectation des sols;Changement d'affectation des sols direct (forêt vers imperméabilisés);(vide);UTCF ;;;;;kgCO2e/ha;élément décomposé par gaz;290000;1,,,,,
14057;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Carbureacteur;(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/toe ICV;élément décomposé par poste et par gaz;3654;1,,,,,
15325;UTCF > Changement d'affectation des sols;Changement d'affectation des sols direct (prairie vers sols non imperméabilisés);(vide);UTCF ;;;;;kgCO2e/ha;élément décomposé par gaz;0;1,,,,,
14058;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Essence aviation (AvGas);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/GJ ICV;élément décomposé par poste et par gaz;85,3;1,,,,
15327;UTCF > Changement d'affectation des sols;Changement d'affectation des sols direct (forêt vers prairie);(vide);UTCF ;;;;;kgCO2e/ha.year;élément décomposé par gaz;370;1,,,,,
14059;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Essence aviation (AvGas);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/GJ ICV;élément décomposé par poste et par gaz;86,9;1,,,,
15329;UTCF > Changement d'affectation des sols;Changement d'affectation des sols direct (prairie vers forêt);(vide);UTCF ;;;;;kgCO2e/ha.year;élément décomposé par gaz;-370;1,,,,,
14060;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Essence aviation (AvGas);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kg;élément décomposé par poste et par gaz;3,78;1,,,,
15331;UTCF > Changement d'affectation des sols;Changement d'affectation des sols direct (culture vers forêt);(vide);UTCF ;;;;;kgCO2e/ha.year;élément décomposé par gaz;-1610;1,,,,,
14061;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Essence aviation (AvGas);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kg;élément décomposé par poste et par gaz;3,79;1,,,,
15543;Electricité > Moyen de production > Renouvelables;Électricité;production;Electricité ; Moyen de production ;;;;kgCO2e/kWh;élément décomposé par poste et par gaz;0,055;1,,,,
14062;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Essence aviation (AvGas);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kWh ICV;élément décomposé par poste et par gaz;0,308;1,,,,
15562;Electricité > Moyen de production > Renouvelables;Electricité;production;Electricité ; Moyen de production ;;;;kgCO2e/kWh;élément décomposé par poste et par gaz;0,006;1,,,,
14063;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Essence aviation (AvGas);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/kWh ICV;élément décomposé par poste et par gaz;0,313;1,,,,
15564;Electricité > Moyen de production > Conventionnels;Electricité;production;Electricité ; Moyen de production ;;;;kgCO2e/kWh;élément décomposé par poste et par gaz;0,73;1,,,,
14064;Combustibles > Fossiles > Liquides > Usage sources mobiles > Usage aérien;Essence aviation (AvGas);(vide);Combustibles ; Fossiles ; Liquides ; Usage sources mobiles ;;kgCO2e/liter;élément décomposé par poste et par gaz;3,02;1,,,,
15566;Electricité > Moyen de production > Conventionnels;Electricité;production;Electricité ; Moyen de production ;;;;kgCO2e/kWh;élément décomposé par poste et par gaz;0,006;1,,,,
