id_base_carbone,line_type,step,ef_level_1,ef_level_2,ef_level_3,localization_1,localization_2,ef_unit,data_unit_1,data_unit_2,ef_value_total,ef_value_co2,ef_value_ch4,ef_value_ch4b,ef_value_n2o,ef_value_other_ges,ef_value_co2b,uncertainty,item_1_fixed_energy,item_2_electricity,item_3_network,item_4_mobile_fuel,item_5_transport,item_6_business_travel,item_7_commuting,item_8_client_visits,item_9_procurement,item_10_amortization,item_11_waste_city,item_12_waste_private,item_13_water,item_14_product_use,item_15_product_waste,item_16_fugitive
12895,Elément,Total,Solides,Agglomérés de houille,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,105.00000,98.30,5.58,0.00,0.80,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12895,Poste,Combustion,Solides,Agglomérés de houille,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,95.80000,95.00,0.03,0.00,0.80,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12895,Poste,Amont,Solides,Agglomérés de houille,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,8.85000,3.30,5.55,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12896,Elément,Total,Solides,Agglomérés de houille,,France continentale,,kgCO2e/kg,kg,,3.35000,3.15,0.18,0.00,0.03,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12896,Poste,Combustion,Solides,Agglomérés de houille,,France continentale,,kgCO2e/kg,kg,,3.07000,3.04,0.00,0.00,0.03,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12896,Poste,Amont,Solides,Agglomérés de houille,,France continentale,,kgCO2e/kg,kg,,0.28400,0.11,0.18,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12897,Elément,Total,Solides,Agglomérés de houille,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.37700,0.35,0.02,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12897,Poste,Combustion,Solides,Agglomérés de houille,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.34500,0.34,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12897,Poste,Amont,Solides,Agglomérés de houille,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.03190,0.01,0.02,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12898,Elément,Total,Solides,Agglomérés de houille,,France continentale,,kgCO2e/tep PCI,tep PCI,,"4,397.00000","4,129.00",234.00,0.00,33.40,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12898,Poste,Combustion,Solides,Agglomérés de houille,,France continentale,,kgCO2e/tep PCI,tep PCI,,"4,025.00000","3,990.00",1.26,0.00,33.40,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12898,Poste,Amont,Solides,Agglomérés de houille,,France continentale,,kgCO2e/tep PCI,tep PCI,,372.00000,139.00,233.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12899,Elément,Total,Solides,Anthracite,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,108.00000,102.00,5.73,0.00,0.40,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12899,Poste,Combustion,Solides,Anthracite,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,98.70000,98.30,0.03,0.00,0.40,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12899,Poste,Amont,Solides,Anthracite,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,9.00000,3.30,5.70,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12900,Elément,Total,Solides,Anthracite,,France continentale,,kgCO2e/kg,kg,,2.87000,2.71,0.15,0.00,0.01,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12900,Poste,Combustion,Solides,Anthracite,,France continentale,,kgCO2e/kg,kg,,2.63000,2.62,0.00,0.00,0.01,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12900,Poste,Amont,Solides,Anthracite,,France continentale,,kgCO2e/kg,kg,,0.23600,0.09,0.15,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12902,Elément,Total,Solides,Anthracite,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.38800,0.37,0.02,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12902,Poste,Combustion,Solides,Anthracite,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.35600,0.35,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12902,Poste,Amont,Solides,Anthracite,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.03190,0.01,0.02,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12904,Elément,Total,Solides,Anthracite,,France continentale,,kgCO2e/tep PCI,tep PCI,,"4,520.00000","4,269.00",234.00,0.00,16.70,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12904,Poste,Combustion,Solides,Anthracite,,France continentale,,kgCO2e/tep PCI,tep PCI,,"4,147.00000","4,130.00",0.00,0.00,16.70,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12904,Poste,Amont,Solides,Anthracite,,France continentale,,kgCO2e/tep PCI,tep PCI,,373.00000,139.00,234.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14112,Elément,Total,Liquides,Produits à usages spéciaux,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,81.00000,80.20,0.09,0.00,0.66,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14112,Poste,Combustion,Liquides,Produits à usages spéciaux,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,73.80000,73.00,0.09,0.00,0.66,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14112,Poste,Amont,Liquides,Produits à usages spéciaux,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,7.22000,7.22,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14113,Elément,Total,Liquides,Produits à usages spéciaux,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.29200,0.29,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14113,Poste,Combustion,Liquides,Produits à usages spéciaux,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.26600,0.26,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14113,Poste,Amont,Liquides,Produits à usages spéciaux,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.02600,0.03,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14114,Elément,Total,Liquides,Produits à usages spéciaux,,France continentale,,kgCO2e/tep PCI,tep PCI,,"3,405.00000","3,373.00",3.78,0.00,27.80,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14114,Poste,Combustion,Liquides,Produits à usages spéciaux,,France continentale,,kgCO2e/tep PCI,tep PCI,,"3,102.00000","3,070.00",3.78,0.00,27.80,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14114,Poste,Amont,Liquides,Produits à usages spéciaux,,France continentale,,kgCO2e/tep PCI,tep PCI,,303.00000,303.00,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14245,Elément,Total,Liquides,Biodiesel,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.78000,0.73,0.00,0.00,0.05,0.00,-0.25,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14245,Poste,Amont,Liquides,Biodiesel,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.78000,0.73,0.00,0.00,0.05,0.00,-0.25,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14246,Elément,Total,Liquides,Biodiesel,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/litre,litre,,7.17000,6.68,0.03,0.00,0.46,0.00,-2.31,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14246,Poste,Amont,Liquides,Biodiesel,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/litre,litre,,7.17000,6.68,0.03,0.00,0.46,0.00,-2.31,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14247,Elément,Total,Liquides,Biodiesel,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/MJ PCI,MJ PCI,,0.21700,0.20,0.00,0.00,0.01,0.00,-0.07,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14247,Poste,Amont,Liquides,Biodiesel,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/MJ PCI,MJ PCI,,0.21700,0.20,0.00,0.00,0.01,0.00,-0.07,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14248,Elément,Total,Liquides,Biodiesel,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/tep PCI,tep PCI,,"9,068.00000","8,452.00",37.10,0.00,579.00,0.00,"-2,924.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14248,Poste,Amont,Liquides,Biodiesel,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/tep PCI,tep PCI,,"9,068.00000","8,452.00",37.10,0.00,579.00,0.00,"-2,924.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14249,Elément,Total,Liquides,Biodiesel,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/tonne,tonne,,"8,058.00000","7,511.00",32.90,0.00,514.00,0.00,"-2,599.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14249,Poste,Amont,Liquides,Biodiesel,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/tonne,tonne,,"8,058.00000","7,511.00",32.90,0.00,514.00,0.00,"-2,599.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14250,Elément,Total,Liquides,Biodiesel,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.04710,-0.01,0.00,0.00,0.05,0.00,-0.25,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14250,Poste,Amont,Liquides,Biodiesel,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.04710,-0.01,0.00,0.00,0.05,0.00,-0.25,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14251,Elément,Total,Liquides,Biodiesel,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/litre,litre,,0.43400,-0.05,0.03,0.00,0.46,0.00,-2.31,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14251,Poste,Amont,Liquides,Biodiesel,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/litre,litre,,0.43400,-0.05,0.03,0.00,0.46,0.00,-2.31,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14252,Elément,Total,Liquides,Biodiesel,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/MJ PCI,MJ PCI,,0.01310,0.00,0.00,0.00,0.01,0.00,-0.07,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14252,Poste,Amont,Liquides,Biodiesel,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/MJ PCI,MJ PCI,,0.01310,0.00,0.00,0.00,0.01,0.00,-0.07,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14253,Elément,Total,Liquides,Biodiesel,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/tep PCI,tep PCI,,548.00000,-68.10,37.10,0.00,579.00,0.00,"-2,924.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14253,Poste,Amont,Liquides,Biodiesel,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/tep PCI,tep PCI,,548.00000,-68.10,37.10,0.00,579.00,0.00,"-2,924.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14254,Elément,Total,Liquides,Biodiesel,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/tonne,tonne,,486.00000,-60.50,32.90,0.00,514.00,0.00,"-2,599.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14254,Poste,Amont,Liquides,Biodiesel,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/tonne,tonne,,486.00000,-60.50,32.90,0.00,514.00,0.00,"-2,599.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14255,Elément,Total,Liquides,Biodiesel,sans changement d'affectation des sols,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.11000,0.06,0.00,0.00,0.05,0.00,-0.25,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14255,Poste,Amont,Liquides,Biodiesel,sans changement d'affectation des sols,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.11000,0.06,0.00,0.00,0.05,0.00,-0.25,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14256,Elément,Total,Liquides,Biodiesel,sans changement d'affectation des sols,France continentale,,kgCO2e/litre,litre,,1.01000,0.52,0.03,0.00,0.46,0.00,-2.31,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14256,Poste,Amont,Liquides,Biodiesel,sans changement d'affectation des sols,France continentale,,kgCO2e/litre,litre,,1.01000,0.52,0.03,0.00,0.46,0.00,-2.31,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14257,Elément,Total,Liquides,Biodiesel,sans changement d'affectation des sols,France continentale,,kgCO2e/MJ PCI,MJ PCI,,0.03050,0.02,0.00,0.00,0.01,0.00,-0.07,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14257,Poste,Amont,Liquides,Biodiesel,sans changement d'affectation des sols,France continentale,,kgCO2e/MJ PCI,MJ PCI,,0.03050,0.02,0.00,0.00,0.01,0.00,-0.07,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14258,Elément,Total,Liquides,Biodiesel,sans changement d'affectation des sols,France continentale,,kgCO2e/tep PCI,tep PCI,,"1,278.00000",662.00,37.10,0.00,579.00,0.00,"-2,924.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14258,Poste,Amont,Liquides,Biodiesel,sans changement d'affectation des sols,France continentale,,kgCO2e/tep PCI,tep PCI,,"1,278.00000",662.00,37.10,0.00,579.00,0.00,"-2,924.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14259,Elément,Total,Liquides,Biodiesel,sans changement d'affectation des sols,France continentale,,kgCO2e/tonne,tonne,,"1,135.00000",588.00,32.90,0.00,514.00,0.00,"-2,599.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14259,Poste,Amont,Liquides,Biodiesel,sans changement d'affectation des sols,France continentale,,kgCO2e/tonne,tonne,,"1,135.00000",588.00,32.90,0.00,514.00,0.00,"-2,599.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14260,Elément,Total,Liquides,Bioéthanol,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.81500,0.77,0.01,0.00,0.04,0.00,-0.26,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14260,Poste,Amont,Liquides,Bioéthanol,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.81500,0.77,0.01,0.00,0.04,0.00,-0.26,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14261,Elément,Total,Liquides,Bioéthanol,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/litre,litre,,4.79000,4.55,0.03,0.00,0.21,0.00,-1.52,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14261,Poste,Amont,Liquides,Bioéthanol,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/litre,litre,,4.79000,4.55,0.03,0.00,0.21,0.00,-1.52,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14262,Elément,Total,Liquides,Bioéthanol,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/MJ PCI,MJ PCI,,0.22600,0.22,0.00,0.00,0.01,0.00,-0.07,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14262,Poste,Amont,Liquides,Bioéthanol,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/MJ PCI,MJ PCI,,0.22600,0.22,0.00,0.00,0.01,0.00,-0.07,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14263,Elément,Total,Liquides,Bioéthanol,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/tep PCI,tep PCI,,"9,485.00000","9,003.00",61.00,0.00,421.00,0.00,"-3,003.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14263,Poste,Amont,Liquides,Bioéthanol,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/tep PCI,tep PCI,,"9,485.00000","9,003.00",61.00,0.00,421.00,0.00,"-3,003.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14264,Elément,Total,Liquides,Bioéthanol,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/tonne,tonne,,"6,072.00000","5,764.00",39.10,0.00,269.00,0.00,"-1,922.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14264,Poste,Amont,Liquides,Bioéthanol,changement d'affectation des sols scénario maximum,France continentale,,kgCO2e/tonne,tonne,,"6,072.00000","5,764.00",39.10,0.00,269.00,0.00,"-1,922.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14265,Elément,Total,Liquides,Bioéthanol,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.12100,0.08,0.01,0.00,0.04,0.00,-0.26,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14265,Poste,Amont,Liquides,Bioéthanol,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.12100,0.08,0.01,0.00,0.04,0.00,-0.26,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14266,Elément,Total,Liquides,Bioéthanol,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/litre,litre,,0.71300,0.47,0.03,0.00,0.21,0.00,-1.52,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14266,Poste,Amont,Liquides,Bioéthanol,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/litre,litre,,0.71300,0.47,0.03,0.00,0.21,0.00,-1.52,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14267,Elément,Total,Liquides,Bioéthanol,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/MJ PCI,MJ PCI,,0.03370,0.02,0.00,0.00,0.01,0.00,-0.07,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14267,Poste,Amont,Liquides,Bioéthanol,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/MJ PCI,MJ PCI,,0.03370,0.02,0.00,0.00,0.01,0.00,-0.07,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14268,Elément,Total,Liquides,Bioéthanol,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/tep PCI,tep PCI,,"1,410.00000",928.00,61.00,0.00,421.00,0.00,"-3,003.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14268,Poste,Amont,Liquides,Bioéthanol,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/tep PCI,tep PCI,,"1,410.00000",928.00,61.00,0.00,421.00,0.00,"-3,003.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14269,Elément,Total,Liquides,Bioéthanol,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/tonne,tonne,,902.00000,594.00,39.10,0.00,269.00,0.00,"-1,922.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14269,Poste,Amont,Liquides,Bioéthanol,changement d'affectation des sols scénario optimiste,France continentale,,kgCO2e/tonne,tonne,,902.00000,594.00,39.10,0.00,269.00,0.00,"-1,922.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14270,Elément,Total,Liquides,Bioéthanol,sans changement d'affectation des sols,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.14400,0.10,0.01,0.00,0.04,0.00,-0.26,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14270,Poste,Amont,Liquides,Bioéthanol,sans changement d'affectation des sols,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.14400,0.10,0.01,0.00,0.04,0.00,-0.26,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14271,Elément,Total,Liquides,Bioéthanol,sans changement d'affectation des sols,France continentale,,kgCO2e/litre,litre,,0.84800,0.60,0.03,0.00,0.21,0.00,-1.52,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14271,Poste,Amont,Liquides,Bioéthanol,sans changement d'affectation des sols,France continentale,,kgCO2e/litre,litre,,0.84800,0.60,0.03,0.00,0.21,0.00,-1.52,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14272,Elément,Total,Liquides,Bioéthanol,sans changement d'affectation des sols,France continentale,,kgCO2e/MJ PCI,MJ PCI,,0.04000,0.03,0.00,0.00,0.01,0.00,-0.07,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14272,Poste,Amont,Liquides,Bioéthanol,sans changement d'affectation des sols,France continentale,,kgCO2e/MJ PCI,MJ PCI,,0.04000,0.03,0.00,0.00,0.01,0.00,-0.07,20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14273,Elément,Total,Liquides,Bioéthanol,sans changement d'affectation des sols,France continentale,,kgCO2e/tep PCI,tep PCI,,"1,677.00000","1,195.00",61.00,0.00,421.00,0.00,"-3,003.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14273,Poste,Amont,Liquides,Bioéthanol,sans changement d'affectation des sols,France continentale,,kgCO2e/tep PCI,tep PCI,,"1,677.00000","1,195.00",61.00,0.00,421.00,0.00,"-3,003.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14274,Elément,Total,Liquides,Bioéthanol,sans changement d'affectation des sols,France continentale,,kgCO2e/tonne,tonne,,"1,073.00000",765.00,39.10,0.00,269.00,0.00,"-1,922.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14274,Poste,Amont,Liquides,Bioéthanol,sans changement d'affectation des sols,France continentale,,kgCO2e/tonne,tonne,,"1,073.00000",765.00,39.10,0.00,269.00,0.00,"-1,922.00",20,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
27061,Elément,Total,Liquides,BioGNL,,France continentale,,kgCO2e/kWh (PCI),kWh (PCI),,0.08640,0.01,0.00,0.05,0.01,0.02,0.26,30,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
27061,Poste,Amont,Liquides,BioGNL,,France continentale,,kgCO2e/kWh (PCI),kWh (PCI),,0.07940,0.01,0.00,0.05,0.00,0.02,0.06,30,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
27061,Poste,Combustion,Liquides,BioGNL,,France continentale,,kgCO2e/kWh (PCI),kWh (PCI),,0.00700,0.00,0.00,0.01,0.00,0.00,0.20,30,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
27083,Elément,Total,Gazeux,Biométhane (Injecté dans les réseau),,France continentale,France,kgCO2e/kWh PCI,kWh PCI,,0.01630,0.00,0.00,0.01,0.00,0.00,0.00,70,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27083,Poste,Amont,Gazeux,Biométhane (Injecté dans les réseau),,France continentale,France,kgCO2e/kWh PCI,kWh PCI,,0.01340,0.00,0.00,0.01,0.00,0.00,0.00,70,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27083,Poste,Combustion,Gazeux,Biométhane (Injecté dans les réseau),,France continentale,France,kgCO2e/kWh PCI,kWh PCI,,0.00293,0.00,0.00,0.00,0.00,0.00,0.00,70,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27091,Elément,Total,Gazeux,Biométhane (Injecté dans les réseau),,France continentale,France,kgCO2e/kWh PCS,kWh PCS,,0.01470,0.00,0.00,0.01,0.00,0.00,0.00,70,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27091,Poste,Amont,Gazeux,Biométhane (Injecté dans les réseau),,France continentale,France,kgCO2e/kWh PCS,kWh PCS,,0.01210,0.00,0.00,0.01,0.00,0.00,0.00,70,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27091,Poste,Combustion,Gazeux,Biométhane (Injecté dans les réseau),,France continentale,France,kgCO2e/kWh PCS,kWh PCS,,0.00264,0.00,0.00,0.00,0.00,0.00,0.00,70,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25784,Elément,Total,Gazeux,Biopropane,à base d'huile de colza sans changement d'affectation des sols,France continentale,,kgCO2e/kg,kg,,2.34000,1.46,0.06,0.00,0.80,0.03,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25784,Poste,Amont,Gazeux,Biopropane,à base d'huile de colza sans changement d'affectation des sols,France continentale,,kgCO2e/kg,kg,,2.34000,1.46,0.06,0.00,0.80,0.03,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25784,Poste,Combustion,Gazeux,Biopropane,à base d'huile de colza sans changement d'affectation des sols,France continentale,,kgCO2e/kg,kg,,0.00000,0.00,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25792,Elément,Total,Gazeux,Biopropane,à base d'huile de colza sans changement d'affectation des sols,France continentale,,kgCO2e/GJ PCI,GJ PCI,,51.00000,31.80,1.30,0.00,17.30,0.60,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25792,Poste,Amont,Gazeux,Biopropane,à base d'huile de colza sans changement d'affectation des sols,France continentale,,kgCO2e/GJ PCI,GJ PCI,,51.00000,31.80,1.30,0.00,17.30,0.60,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
