id_base_carbone,line_type,step,ef_level_1,ef_level_2,ef_level_3,localization_1,localization_2,ef_unit,data_unit_1,data_unit_2,ef_value_total,ef_value_co2,ef_value_ch4,ef_value_ch4b,ef_value_n2o,ef_value_other_ges,ef_value_co2b,uncertainty,item_1_fixed_energy,item_2_electricity,item_3_network,item_4_mobile_fuel,item_5_transport,item_6_business_travel,item_7_commuting,item_8_client_visits,item_9_procurement,item_10_amortization,item_11_waste_city,item_12_waste_private,item_13_water,item_14_product_use,item_15_product_waste,item_16_fugitive
25794,Poste,Combustion,Gazeux,Biopropane,à base de graisses animales sans changement d'affectation des sols,France continentale,,kgCO2e/GJ PCI,GJ PCI,,0.00000,0.00,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25802,Elément,Total,Gazeux,Biopropane,à base de graisses animales sans changement d'affectation des sols,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.04890,0.05,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25802,Poste,Amont,Gazeux,Biopropane,à base de graisses animales sans changement d'affectation des sols,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.04890,0.05,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25802,Poste,Combustion,Gazeux,Biopropane,à base de graisses animales sans changement d'affectation des sols,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.00000,0.00,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25810,Elément,Total,Gazeux,Biopropane,à base de graisses animales sans changement d'affectation des sols,France continentale,,kgCO2e/litre,litre,,0.32500,0.31,0.01,0.00,0.00,0.01,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25810,Poste,Amont,Gazeux,Biopropane,à base de graisses animales sans changement d'affectation des sols,France continentale,,kgCO2e/litre,litre,,0.32500,0.31,0.01,0.00,0.00,0.01,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25810,Poste,Combustion,Gazeux,Biopropane,à base de graisses animales sans changement d'affectation des sols,France continentale,,kgCO2e/litre,litre,,0.00000,0.00,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25818,Elément,Total,Gazeux,Biopropane,à base de graisses animales sans changement d'affectation des sols,France continentale,,kgCO2e/tep PCI,tep PCI,,572.00000,542.00,19.50,0.00,0.61,9.51,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25818,Poste,Amont,Gazeux,Biopropane,à base de graisses animales sans changement d'affectation des sols,France continentale,,kgCO2e/tep PCI,tep PCI,,572.00000,542.00,19.50,0.00,0.61,9.51,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25818,Poste,Combustion,Gazeux,Biopropane,à base de graisses animales sans changement d'affectation des sols,France continentale,,kgCO2e/tep PCI,tep PCI,,0.00000,0.00,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25781,Elément,Total,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/kg,kg,,0.76900,0.64,0.02,0.05,0.04,0.01,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25781,Poste,Amont,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/kg,kg,,0.76900,0.64,0.02,0.05,0.04,0.01,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25781,Poste,Combustion,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/kg,kg,,0.00000,0.00,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25789,Elément,Total,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/GJ PCI,GJ PCI,,16.70000,14.00,0.48,1.10,0.85,0.32,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25789,Poste,Amont,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/GJ PCI,GJ PCI,,16.70000,14.00,0.48,1.10,0.85,0.32,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25789,Poste,Combustion,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/GJ PCI,GJ PCI,,0.00000,0.00,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25797,Elément,Total,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.06030,0.05,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25797,Poste,Amont,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.06030,0.05,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25797,Poste,Combustion,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.00000,0.00,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25805,Elément,Total,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/litre,litre,,0.40000,0.33,0.01,0.03,0.02,0.01,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25805,Poste,Amont,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/litre,litre,,0.40000,0.33,0.01,0.03,0.02,0.01,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25805,Poste,Combustion,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/litre,litre,,0.00000,0.00,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25813,Elément,Total,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/tep PCI,tep PCI,,703.00000,588.00,20.00,46.30,35.70,13.40,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25813,Poste,Amont,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/tep PCI,tep PCI,,703.00000,588.00,20.00,46.30,35.70,13.40,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25813,Poste,Combustion,Gazeux,Biopropane,mix représentatif de biomasse sans changement d'affectation des sols,France continentale,,kgCO2e/tep PCI,tep PCI,,0.00000,0.00,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14115,Elément,Total,Liquides,Bitumes,,Europe,,kgCO2e/GJ PCI,GJ PCI,,89.50000,88.70,0.09,0.00,0.66,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14115,Poste,Combustion,Liquides,Bitumes,,Europe,,kgCO2e/GJ PCI,GJ PCI,,81.40000,80.60,0.09,0.00,0.66,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14115,Poste,Amont,Liquides,Bitumes,,Europe,,kgCO2e/GJ PCI,GJ PCI,,8.10000,8.10,0.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14116,Elément,Total,Liquides,Bitumes,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,89.90000,89.10,0.09,0.00,0.66,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14116,Poste,Combustion,Liquides,Bitumes,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,81.80000,81.00,0.09,0.00,0.66,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14116,Poste,Amont,Liquides,Bitumes,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,8.10000,8.10,0.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14117,Elément,Total,Liquides,Bitumes,,Europe,,kgCO2e/kWh PCI,kWh PCI,,0.32200,0.32,0.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14117,Poste,Combustion,Liquides,Bitumes,,Europe,,kgCO2e/kWh PCI,kWh PCI,,0.29300,0.29,0.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14117,Poste,Amont,Liquides,Bitumes,,Europe,,kgCO2e/kWh PCI,kWh PCI,,0.02900,0.03,0.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14118,Elément,Total,Liquides,Bitumes,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.32400,0.32,0.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14118,Poste,Combustion,Liquides,Bitumes,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.29500,0.29,0.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14118,Poste,Amont,Liquides,Bitumes,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.02900,0.03,0.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14119,Elément,Total,Liquides,Bitumes,,Europe,,kgCO2e/tep PCI,tep PCI,,"3,751.00000","3,719.00",3.78,0.00,27.80,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14119,Poste,Combustion,Liquides,Bitumes,,Europe,,kgCO2e/tep PCI,tep PCI,,"3,412.00000","3,380.00",3.78,0.00,27.80,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14119,Poste,Amont,Liquides,Bitumes,,Europe,,kgCO2e/tep PCI,tep PCI,,339.00000,339.00,0.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14120,Elément,Total,Liquides,Bitumes,,France continentale,,kgCO2e/tep PCI,tep PCI,,"3,771.00000","3,739.00",3.78,0.00,27.80,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14120,Poste,Combustion,Liquides,Bitumes,,France continentale,,kgCO2e/tep PCI,tep PCI,,"3,432.00000","3,400.00",3.78,0.00,27.80,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14120,Poste,Amont,Liquides,Bitumes,,France continentale,,kgCO2e/tep PCI,tep PCI,,339.00000,339.00,0.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14219,Elément,Total,Solides,Bois bûches,20% d'humidité,France continentale,,kgCO2e/kg,kg,,0.11400,0.03,0.01,0.07,0.00,0.00,0.00,50,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14219,Poste,Combustion,Solides,Bois bûches,20% d'humidité,France continentale,,kgCO2e/kg,kg,,0.07260,0.00,0.00,0.07,0.00,0.00,1.47,50,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14219,Poste,Amont,Solides,Bois bûches,20% d'humidité,France continentale,,kgCO2e/kg,kg,,0.04120,0.03,0.01,0.00,0.00,0.00,-1.47,50,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14220,Elément,Total,Solides,Bois bûches,20% d'humidité,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.02950,0.01,0.00,0.02,0.00,0.00,0.00,50,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14220,Poste,Combustion,Solides,Bois bûches,20% d'humidité,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.01880,0.00,0.00,0.02,0.00,0.00,0.38,50,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14220,Poste,Amont,Solides,Bois bûches,20% d'humidité,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.01070,0.01,0.00,0.00,0.00,0.00,-0.38,50,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25830,Elément,Total,Solides,Bois bûches,Combustion en chaudière,France continentale,,kgCO2e/kWh,kWh,,0.03200,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25834,Elément,Total,Solides,Bois bûches,Combustion en poêle à bois,France continentale,,kgCO2e/kWh,kWh,,0.04600,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25829,Elément,Total,Solides,Bois granulés,Combustion en chaudière,France continentale,,kgCO2e/kWh,kWh,,0.02700,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25833,Elément,Total,Solides,Bois granulés,Combustion en poêle à bois,France continentale,,kgCO2e/kWh,kWh,,0.03200,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25831,Elément,Total,Solides,Bois plaquette,Combustion en chaudière,France continentale,,kgCO2e/kWh,kWh,,0.01300,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25832,Elément,Total,Solides,Bois plaquette,Combustion en poêle à bois,France continentale,,kgCO2e/kWh,kWh,,0.02300,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12910,Elément,Total,Solides,Briquette de lignite,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,108.00000,101.00,6.00,0.00,0.80,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12910,Poste,Combustion,Solides,Briquette de lignite,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,99.20000,98.00,0.45,0.00,0.80,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12910,Poste,Amont,Solides,Briquette de lignite,,France continentale,,kgCO2e/GJ PCI,GJ PCI,,8.85000,3.30,5.55,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12911,Elément,Total,Solides,Briquette de lignite,,France continentale,,kgCO2e/kg,kg,,1.84000,1.73,0.10,0.00,0.01,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12911,Poste,Combustion,Solides,Briquette de lignite,,France continentale,,kgCO2e/kg,kg,,1.69000,1.67,0.01,0.00,0.01,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12911,Poste,Amont,Solides,Briquette de lignite,,France continentale,,kgCO2e/kg,kg,,0.15100,0.06,0.09,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12912,Elément,Total,Solides,Briquette de lignite,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.38900,0.37,0.02,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12912,Poste,Combustion,Solides,Briquette de lignite,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.35700,0.35,0.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12912,Poste,Amont,Solides,Briquette de lignite,,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.03190,0.01,0.02,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12913,Elément,Total,Solides,Briquette de lignite,,France continentale,,kgCO2e/tep PCI,tep PCI,,"4,544.00000","4,259.00",252.00,0.00,33.40,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12913,Poste,Combustion,Solides,Briquette de lignite,,France continentale,,kgCO2e/tep PCI,tep PCI,,"4,172.00000","4,120.00",18.90,0.00,33.40,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12913,Poste,Amont,Solides,Briquette de lignite,,France continentale,,kgCO2e/tep PCI,tep PCI,,372.00000,139.00,233.00,0.00,0.00,0.00,0.00,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14231,Elément,Total,Solides,Broyats de cagettes et de pallettes,20% d'humidité,France continentale,,kgCO2e/kg,kg,,0.02800,0.02,0.01,0.00,0.00,0.00,0.00,50,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14231,Poste,Combustion,Solides,Broyats de cagettes et de pallettes,20% d'humidité,France continentale,,kgCO2e/kg,kg,,0.00116,0.00,0.00,0.00,0.00,0.00,1.47,50,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14231,Poste,Amont,Solides,Broyats de cagettes et de pallettes,20% d'humidité,France continentale,,kgCO2e/kg,kg,,0.02680,0.02,0.01,0.00,0.00,0.00,-1.47,50,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14232,Elément,Total,Solides,Broyats de cagettes et de pallettes,20% d'humidité,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.00718,0.01,0.00,0.00,0.00,0.00,0.00,50,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14232,Poste,Combustion,Solides,Broyats de cagettes et de pallettes,20% d'humidité,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.00030,0.00,0.00,0.00,0.00,0.00,0.38,50,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14232,Poste,Amont,Solides,Broyats de cagettes et de pallettes,20% d'humidité,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.00688,0.01,0.00,0.00,0.00,0.00,-0.38,50,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13543,Elément,Total,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/GJ PCI,GJ PCI,,74.50000,70.70,3.09,0.00,0.66,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13543,Poste,Combustion,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/GJ PCI,GJ PCI,,63.80000,63.00,0.09,0.00,0.66,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13543,Poste,Amont,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/GJ PCI,GJ PCI,,10.70000,7.70,3.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13544,Elément,Total,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/GJ PCI,GJ PCI,,75.50000,71.70,3.09,0.00,0.66,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13544,Poste,Combustion,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/GJ PCI,GJ PCI,,64.80000,64.00,0.09,0.00,0.66,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13544,Poste,Amont,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/GJ PCI,GJ PCI,,10.70000,7.70,3.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13545,Elément,Total,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/kg,kg,,3.53000,3.34,0.15,0.00,0.03,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13545,Poste,Combustion,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/kg,kg,,3.02000,2.98,0.00,0.00,0.03,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13545,Poste,Amont,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/kg,kg,,0.50500,0.36,0.14,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13546,Elément,Total,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/kg,kg,,3.44000,3.27,0.14,0.00,0.03,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13546,Poste,Combustion,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/kg,kg,,2.95000,2.92,0.00,0.00,0.03,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13546,Poste,Amont,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/kg,kg,,0.48700,0.35,0.14,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13547,Elément,Total,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/kWh PCI,kWh PCI,,0.27000,0.26,0.01,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13547,Poste,Amont,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/kWh PCI,kWh PCI,,0.04000,0.03,0.01,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13547,Poste,Combustion,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/kWh PCI,kWh PCI,,0.23000,0.23,0.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13548,Elément,Total,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.27300,0.26,0.01,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13548,Poste,Amont,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.04000,0.03,0.01,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13548,Poste,Combustion,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/kWh PCI,kWh PCI,,0.23300,0.23,0.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13549,Elément,Total,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/litre,litre,,2.04000,1.94,0.08,0.00,0.02,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13549,Poste,Combustion,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/litre,litre,,1.76000,1.74,0.00,0.00,0.02,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13549,Poste,Amont,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/litre,litre,,0.28100,0.20,0.08,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13550,Elément,Total,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/litre,litre,,2.00000,1.90,0.08,0.00,0.02,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13550,Poste,Combustion,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/litre,litre,,1.73000,1.71,0.00,0.00,0.02,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13550,Poste,Amont,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/litre,litre,,0.27100,0.19,0.08,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13551,Elément,Total,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/tep PCI,tep PCI,,"3,130.00000","2,972.00",130.00,0.00,27.80,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13551,Poste,Combustion,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/tep PCI,tep PCI,,"2,682.00000","2,650.00",3.84,0.00,27.80,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13551,Poste,Amont,Gazeux,Butane,inclus maritime,Europe,,kgCO2e/tep PCI,tep PCI,,448.00000,322.00,126.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13552,Elément,Total,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/tep PCI,tep PCI,,"3,170.00000","3,012.00",130.00,0.00,27.80,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13552,Poste,Combustion,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/tep PCI,tep PCI,,"2,722.00000","2,690.00",3.84,0.00,27.80,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13552,Poste,Amont,Gazeux,Butane,inclus maritime,France continentale,,kgCO2e/tep PCI,tep PCI,,448.00000,322.00,126.00,0.00,0.00,0.00,0.00,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14048,Elément,Total,Liquides,Carbureacteur large coupe (jet B),,Europe,,kgCO2e/GJ PCI,GJ PCI,,85.30000,83.60,1.59,0.00,0.16,0.00,0.00,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14048,Poste,Combustion,Liquides,Carbureacteur large coupe (jet B),,Europe,,kgCO2e/GJ PCI,GJ PCI,,70.20000,70.00,0.09,0.00,0.16,0.00,0.00,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14048,Poste,Amont,Liquides,Carbureacteur large coupe (jet B),,Europe,,kgCO2e/GJ PCI,GJ PCI,,15.10000,13.60,1.50,0.00,0.00,0.00,0.00,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14049,Elément,Total,Liquides,Carbureacteur large coupe (jet B),,France continentale,,kgCO2e/GJ PCI,GJ PCI,,86.90000,85.20,1.59,0.00,0.16,0.00,0.00,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14049,Poste,Combustion,Liquides,Carbureacteur large coupe (jet B),,France continentale,,kgCO2e/GJ PCI,GJ PCI,,71.80000,71.60,0.09,0.00,0.16,0.00,0.00,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14049,Poste,Amont,Liquides,Carbureacteur large coupe (jet B),,France continentale,,kgCO2e/GJ PCI,GJ PCI,,15.10000,13.60,1.50,0.00,0.00,0.00,0.00,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14050,Elément,Total,Liquides,Carbureacteur large coupe (jet B),,Europe,,kgCO2e/kg,kg,,3.78000,3.70,0.07,0.00,0.01,0.00,0.00,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14050,Poste,Combustion,Liquides,Carbureacteur large coupe (jet B),,Europe,,kgCO2e/kg,kg,,3.11000,3.10,0.00,0.00,0.01,0.00,0.00,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14050,Poste,Amont,Liquides,Carbureacteur large coupe (jet B),,Europe,,kgCO2e/kg,kg,,0.66900,0.60,0.06,0.00,0.00,0.00,0.00,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
14051,Elément,Total,Liquides,Carbureacteur large coupe (jet B),,France continentale,,kgCO2e/kg,kg,,3.82000,3.75,0.07,0.00,0.01,0.00,0.00,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
