Identifiant de l'élément,Code de la catégorie,Nom base français,Nom frontière français,1er niveau,2eme niveau,3eme niveau,4eme niveau,5eme niveau,Unité anglais,Structure,Somme de Total poste non décomposé2
23736,Statistiques territoriales > Tertiaire > Chauffage / Eau chaude sanitaire > Gaz,Tertiaire- bureaux,<1000m² - consommation moyenne annuelle - ECS,Statistiques territoriales , Tertiaire , Chauffage / Eau chaude sanitaire ,,,kWh / (m².an),élément non décomposé,7
23735,Statistiques territoriales > Tertiaire > Chauffage / Eau chaude sanitaire > Gaz,Tertiaire- bureaux,<1000m² - consommation moyenne annuelle - chauffage,Statistiques territoriales , Tertiaire , Chauffage / Eau chaude sanitaire ,,,kWh / (m².an),élément non décomposé,191
23734,Statistiques territoriales > Tertiaire > Chauffage / Eau chaude sanitaire > Gaz,Tertiaire- bureaux,consommation moyenne annuelle - chauffage et ECS,Statistiques territoriales , Tertiaire , Chauffage / Eau chaude sanitaire ,,,kWh / (m².an),élément non décomposé,184
23733,Statistiques territoriales > Tertiaire > Chauffage / Eau chaude sanitaire > Gaz,Tertiaire- bureaux,consommation moyenne annuelle - ECS,Statistiques territoriales , Tertiaire , Chauffage / Eau chaude sanitaire ,,,kWh / (m².an),élément non décomposé,7
23732,Statistiques territoriales > Tertiaire > Chauffage / Eau chaude sanitaire > Gaz,Tertiaire- bureaux,consommation moyenne annuelle - chauffage,Statistiques territoriales , Tertiaire , Chauffage / Eau chaude sanitaire ,,,kWh / (m².an),élément non décomposé,177
23731,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,71
23730,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,98
23729,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,89
23728,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,84
23727,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,71
23726,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,67
23725,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,93
23724,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,84
23723,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,79
23722,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,67
23721,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,97
23720,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,134
23719,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,122
23718,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,115
23717,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,97
23716,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,45
23715,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,91
23714,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,66
23713,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,84
23712,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,45
23711,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,36
23710,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,72
23709,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,52
23708,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,67
23707,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,36
23706,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,90
23705,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,181
23704,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,131
23703,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,169
23702,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,90
23701,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,24
23700,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,48
23699,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,35
23698,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,45
23697,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,24
23696,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,17
23695,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,34
23694,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,24
23693,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,31
23692,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,17
23691,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,60
23690,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,120
23689,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,87
23688,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,112
23687,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,60
23686,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,60
23685,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,69
23684,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,50
23683,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,64
23682,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,60
23681,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,56
23680,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,65
23679,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,47
23678,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,60
23677,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,56
23676,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,77
23675,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,89
23674,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,64
23673,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,82
23672,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,77
23671,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,38
23670,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,34
23669,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,48
23668,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,41
23667,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,38
23666,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,36
23665,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,32
23664,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,46
23663,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,39
23662,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,36
23661,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,94
23660,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,84
23659,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,120
23658,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,102
23657,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,94
23656,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,94
23655,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,164
23654,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,123
23653,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,93
23652,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité spécifique et ECS,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,94
23651,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,92
23650,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,162
23649,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,121
23648,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,92
23647,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,92
23646,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,124
23645,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,217
23644,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,163
23643,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,123
23642,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,124
23641,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,111
23640,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,177
23639,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,130
23638,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,232
23637,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,18
23636,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,23
23635,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,185
23634,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,275
23633,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,222
23632,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- toutes branches,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,83
23631,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,254
23630,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- café- hôtels- restaurants,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,78
23629,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,221
23628,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- santé,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,67
23627,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,131
23626,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- enseignement,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,16
23625,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,283
23624,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- bureaux,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,121
23623,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité tous usages,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,243
23622,Statistiques territoriales > Tertiaire > Consommation totale,Tertiaire- commerces,consommation moyenne annuelle d'électricité spécifique,Statistiques territoriales , Tertiaire ,,,,kWh / (m².an),élément non décomposé,126
23620,Statistiques territoriales > Résidentiel > Equipements électriques,Climatiseur,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,2310
23619,Statistiques territoriales > Résidentiel > Equipements électriques,Totalité des consommations électriques en cuisine,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,486
23618,Statistiques territoriales > Résidentiel > Equipements électriques,Pompe de piscine,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,1975
23617,Statistiques territoriales > Résidentiel > Equipements électriques,Fer à repasser,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,79
23616,Statistiques territoriales > Résidentiel > Equipements électriques,Eclairage,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,700
23615,Statistiques territoriales > Résidentiel > Equipements électriques,Télévision,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,193
23614,Statistiques territoriales > Résidentiel > Equipements électriques,Télévision,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,193
23613,Statistiques territoriales > Résidentiel > Equipements électriques,Séche-linge,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,296
23612,Statistiques territoriales > Résidentiel > Equipements électriques,Lave-vaisselle,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,207
23611,Statistiques territoriales > Résidentiel > Equipements électriques,Lave-linge,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,205
23608,Statistiques territoriales > Résidentiel > Equipements électriques,Réfrigérateur-congelateur,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,1019
23607,Statistiques territoriales > Résidentiel > Equipements électriques,Réfrigérateur,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,691
23606,Statistiques territoriales > Résidentiel > Equipements électriques,Climatiseur,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,2310
23605,Statistiques territoriales > Résidentiel > Equipements électriques,Totalité des consommations électriques en cuisine,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,486
23604,Statistiques territoriales > Résidentiel > Equipements électriques,Pompe de piscine,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,1975
23603,Statistiques territoriales > Résidentiel > Equipements électriques,Fer à repasser,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,79
23602,Statistiques territoriales > Résidentiel > Equipements électriques,Eclairage,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,700
23601,Statistiques territoriales > Résidentiel > Equipements électriques,Télévision,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,193
23600,Statistiques territoriales > Résidentiel > Equipements électriques,Télévision,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,193
23599,Statistiques territoriales > Résidentiel > Equipements électriques,Séche-linge,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,296
23598,Statistiques territoriales > Résidentiel > Equipements électriques,Lave-vaisselle,consommation moyenne annuelle d'électricité,Statistiques territoriales , Résidentiel ,,,,kWh / (ménage.an),élément non décomposé,207
