Identifiant de l'élément,Code de la catégorie,Nom base français,Nom frontière français,1er niveau,2eme niveau,3eme niveau,4eme niveau,5eme niveau,Unité anglais,Structure,Somme de Total poste non décomposé2
27956,UTCF > Forêts françaises > Rhône-Alpes,Forêts fermées et ouvertes,Rhône-Alpes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.9
27955,UTCF > Forêts françaises > Rhône-Alpes,Forêts fermées,Rhône-Alpes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.14
27954,UTCF > Forêts françaises > Rhône-Alpes,Forêts fermées et ouvertes,Rhône-Alpes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.24
27953,UTCF > Forêts françaises > Rhône-Alpes,Forêts fermées,Rhône-Alpes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.4
27952,UTCF > Forêts françaises > Rhône-Alpes,Forêts fermées et ouvertes,Rhône-Alpes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.37
27951,UTCF > Forêts françaises > Rhône-Alpes,Forêts fermées,Rhône-Alpes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.51
27950,UTCF > Forêts françaises > Rhône-Alpes,Forêts fermées et ouvertes,Rhône-Alpes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.05
27949,UTCF > Forêts françaises > Rhône-Alpes,Forêts fermées,Rhône-Alpes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.17
27948,UTCF > Forêts françaises > Provence-Alpes-Côte d'Azur,Forêts fermées et ouvertes,Provence-Alpes-Côte d'Azur,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.13
27947,UTCF > Forêts françaises > Provence-Alpes-Côte d'Azur,Forêts fermées,Provence-Alpes-Côte d'Azur,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.46
27946,UTCF > Forêts françaises > Provence-Alpes-Côte d'Azur,Forêts fermées et ouvertes,Provence-Alpes-Côte d'Azur,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.27
27945,UTCF > Forêts françaises > Provence-Alpes-Côte d'Azur,Forêts fermées,Provence-Alpes-Côte d'Azur,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.5
27944,UTCF > Forêts françaises > Provence-Alpes-Côte d'Azur,Forêts fermées et ouvertes,Provence-Alpes-Côte d'Azur,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.07
27943,UTCF > Forêts françaises > Provence-Alpes-Côte d'Azur,Forêts fermées,Provence-Alpes-Côte d'Azur,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.26
27942,UTCF > Forêts françaises > Provence-Alpes-Côte d'Azur,Forêts fermées et ouvertes,Provence-Alpes-Côte d'Azur,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.47
27941,UTCF > Forêts françaises > Provence-Alpes-Côte d'Azur,Forêts fermées,Provence-Alpes-Côte d'Azur,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.63
27940,UTCF > Forêts françaises > Poitou-Charentes,Forêts fermées et ouvertes,Poitou-Charentes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.36
27939,UTCF > Forêts françaises > Poitou-Charentes,Forêts fermées,Poitou-Charentes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.57
27938,UTCF > Forêts françaises > Poitou-Charentes,Forêts fermées et ouvertes,Poitou-Charentes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.74
27937,UTCF > Forêts françaises > Poitou-Charentes,Forêts fermées,Poitou-Charentes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.57
27936,UTCF > Forêts françaises > Poitou-Charentes,Forêts fermées et ouvertes,Poitou-Charentes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.44
27935,UTCF > Forêts françaises > Poitou-Charentes,Forêts fermées,Poitou-Charentes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.53
27934,UTCF > Forêts françaises > Poitou-Charentes,Forêts fermées et ouvertes,Poitou-Charentes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.29
27933,UTCF > Forêts françaises > Poitou-Charentes,Forêts fermées,Poitou-Charentes,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.4
27932,UTCF > Forêts françaises > Picardie,Forêts fermées et ouvertes,Picardie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.24
27931,UTCF > Forêts françaises > Picardie,Forêts fermées,Picardie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.35
27930,UTCF > Forêts françaises > Picardie,Forêts fermées et ouvertes,Picardie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.93
27929,UTCF > Forêts françaises > Picardie,Forêts fermées,Picardie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.97
27928,UTCF > Forêts françaises > Picardie,Forêts fermées et ouvertes,Picardie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.74
27927,UTCF > Forêts françaises > Picardie,Forêts fermées,Picardie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.77
27926,UTCF > Forêts françaises > Picardie,Forêts fermées et ouvertes,Picardie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,4.02
27925,UTCF > Forêts françaises > Picardie,Forêts fermées,Picardie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,4.02
27924,UTCF > Forêts françaises > Pays de la Loire,Forêts fermées et ouvertes,Pays de la Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.54
27923,UTCF > Forêts françaises > Pays de la Loire,Forêts fermées,Pays de la Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.84
27922,UTCF > Forêts françaises > Pays de la Loire,Forêts fermées et ouvertes,Pays de la Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.81
27921,UTCF > Forêts françaises > Pays de la Loire,Forêts fermées,Pays de la Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.91
27920,UTCF > Forêts françaises > Pays de la Loire,Forêts fermées et ouvertes,Pays de la Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.1
27919,UTCF > Forêts françaises > Pays de la Loire,Forêts fermées,Pays de la Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.25
27918,UTCF > Forêts françaises > Pays de la Loire,Forêts fermées et ouvertes,Pays de la Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-8.59
27917,UTCF > Forêts françaises > Pays de la Loire,Forêts fermées,Pays de la Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-8.67
27916,UTCF > Forêts françaises > Nord-Pas-de-Calais,Forêts fermées et ouvertes,Nord-Pas-de-Calais,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.37
27915,UTCF > Forêts françaises > Nord-Pas-de-Calais,Forêts fermées,Nord-Pas-de-Calais,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.54
27914,UTCF > Forêts françaises > Nord-Pas-de-Calais,Forêts fermées et ouvertes,Nord-Pas-de-Calais,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.93
27913,UTCF > Forêts françaises > Nord-Pas-de-Calais,Forêts fermées,Nord-Pas-de-Calais,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.97
27912,UTCF > Forêts françaises > Nord-Pas-de-Calais,Forêts fermées et ouvertes,Nord-Pas-de-Calais,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.57
27911,UTCF > Forêts françaises > Nord-Pas-de-Calais,Forêts fermées,Nord-Pas-de-Calais,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.63
27910,UTCF > Forêts françaises > Nord-Pas-de-Calais,Forêts fermées et ouvertes,Nord-Pas-de-Calais,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.35
27909,UTCF > Forêts françaises > Nord-Pas-de-Calais,Forêts fermées,Nord-Pas-de-Calais,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.35
27908,UTCF > Forêts françaises > Midi-Pyrenées,Forêts fermées et ouvertes,Midi-Pyrenées,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.96
27907,UTCF > Forêts françaises > Midi-Pyrenées,Forêts fermées,Midi-Pyrenées,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.18
27906,UTCF > Forêts françaises > Midi-Pyrenées,Forêts fermées et ouvertes,Midi-Pyrenées,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.53
27905,UTCF > Forêts françaises > Midi-Pyrenées,Forêts fermées,Midi-Pyrenées,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.74
27904,UTCF > Forêts françaises > Midi-Pyrenées,Forêts fermées et ouvertes,Midi-Pyrenées,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.84
27903,UTCF > Forêts françaises > Midi-Pyrenées,Forêts fermées,Midi-Pyrenées,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.92
27902,UTCF > Forêts françaises > Midi-Pyrenées,Forêts fermées et ouvertes,Midi-Pyrenées,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.81
27901,UTCF > Forêts françaises > Midi-Pyrenées,Forêts fermées,Midi-Pyrenées,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-7
27900,UTCF > Forêts françaises > Lorraine,Forêts fermées et ouvertes,Lorraine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.29
27899,UTCF > Forêts françaises > Lorraine,Forêts fermées,Lorraine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.37
27898,UTCF > Forêts françaises > Lorraine,Forêts fermées et ouvertes,Lorraine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.97
27897,UTCF > Forêts françaises > Lorraine,Forêts fermées,Lorraine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.97
27896,UTCF > Forêts françaises > Lorraine,Forêts fermées et ouvertes,Lorraine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.05
27895,UTCF > Forêts françaises > Lorraine,Forêts fermées,Lorraine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.06
27894,UTCF > Forêts françaises > Lorraine,Forêts fermées et ouvertes,Lorraine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.34
27893,UTCF > Forêts françaises > Lorraine,Forêts fermées,Lorraine,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.34
27892,UTCF > Forêts françaises > Limousin,Forêts fermées et ouvertes,Limousin,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.33
27891,UTCF > Forêts françaises > Limousin,Forêts fermées,Limousin,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.54
27890,UTCF > Forêts françaises > Limousin,Forêts fermées et ouvertes,Limousin,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-7.51
27889,UTCF > Forêts françaises > Limousin,Forêts fermées,Limousin,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-7.53
27888,UTCF > Forêts françaises > Limousin,Forêts fermées et ouvertes,Limousin,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.36
27887,UTCF > Forêts françaises > Limousin,Forêts fermées,Limousin,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.39
27886,UTCF > Forêts françaises > Limousin,Forêts fermées et ouvertes,Limousin,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,1.00E-02
27885,UTCF > Forêts françaises > Limousin,Forêts fermées,Limousin,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,1.00E-02
27884,UTCF > Forêts françaises > Languedoc-Roussillon,Forêts fermées et ouvertes,Languedoc-Roussillon,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.03
27883,UTCF > Forêts françaises > Languedoc-Roussillon,Forêts fermées,Languedoc-Roussillon,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.43
27882,UTCF > Forêts françaises > Languedoc-Roussillon,Forêts fermées et ouvertes,Languedoc-Roussillon,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.83
27881,UTCF > Forêts françaises > Languedoc-Roussillon,Forêts fermées,Languedoc-Roussillon,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.2
27880,UTCF > Forêts françaises > Languedoc-Roussillon,Forêts fermées et ouvertes,Languedoc-Roussillon,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.32
27879,UTCF > Forêts françaises > Languedoc-Roussillon,Forêts fermées,Languedoc-Roussillon,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.6
27878,UTCF > Forêts françaises > Languedoc-Roussillon,Forêts fermées et ouvertes,Languedoc-Roussillon,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.03
27877,UTCF > Forêts françaises > Languedoc-Roussillon,Forêts fermées,Languedoc-Roussillon,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.22
27876,UTCF > Forêts françaises > Île-de-France,Forêts fermées et ouvertes,Île-de-France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.01
27875,UTCF > Forêts françaises > Île-de-France,Forêts fermées,Île-de-France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.05
27874,UTCF > Forêts françaises > Île-de-France,Forêts fermées et ouvertes,Île-de-France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.93
27873,UTCF > Forêts françaises > Île-de-France,Forêts fermées,Île-de-France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.97
27872,UTCF > Forêts françaises > Île-de-France,Forêts fermées et ouvertes,Île-de-France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.89
27871,UTCF > Forêts françaises > Île-de-France,Forêts fermées,Île-de-France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.9
27870,UTCF > Forêts françaises > Île-de-France,Forêts fermées et ouvertes,Île-de-France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.35
27869,UTCF > Forêts françaises > Île-de-France,Forêts fermées,Île-de-France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.35
27868,UTCF > Forêts françaises > Haute-Normandie,Forêts fermées et ouvertes,Haute-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.85
27867,UTCF > Forêts françaises > Haute-Normandie,Forêts fermées,Haute-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.9
27866,UTCF > Forêts françaises > Haute-Normandie,Forêts fermées et ouvertes,Haute-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.93
27865,UTCF > Forêts françaises > Haute-Normandie,Forêts fermées,Haute-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.97
27864,UTCF > Forêts françaises > Haute-Normandie,Forêts fermées et ouvertes,Haute-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.66
27863,UTCF > Forêts françaises > Haute-Normandie,Forêts fermées,Haute-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.7
27862,UTCF > Forêts françaises > Haute-Normandie,Forêts fermées et ouvertes,Haute-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.35
27861,UTCF > Forêts françaises > Haute-Normandie,Forêts fermées,Haute-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.35
27860,UTCF > Forêts françaises > Franche-Comté,Forêts fermées et ouvertes,Franche-Comté,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.04
27859,UTCF > Forêts françaises > Franche-Comté,Forêts fermées,Franche-Comté,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.11
27858,UTCF > Forêts françaises > Franche-Comté,Forêts fermées et ouvertes,Franche-Comté,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-7.37
27857,UTCF > Forêts françaises > Franche-Comté,Forêts fermées,Franche-Comté,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-7.37
27856,UTCF > Forêts françaises > Franche-Comté,Forêts fermées et ouvertes,Franche-Comté,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.58
27855,UTCF > Forêts françaises > Franche-Comté,Forêts fermées,Franche-Comté,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.58
27854,UTCF > Forêts françaises > Franche-Comté,Forêts fermées et ouvertes,Franche-Comté,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.15
27853,UTCF > Forêts françaises > Franche-Comté,Forêts fermées,Franche-Comté,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.17
27852,UTCF > Forêts françaises > Moyenne nationale,Forêts fermées et ouvertes,France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.16
27851,UTCF > Forêts françaises > Moyenne nationale,Forêts fermées,France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.26
27850,UTCF > Forêts françaises > Moyenne nationale,Forêts fermées et ouvertes,France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-3.99
27849,UTCF > Forêts françaises > Moyenne nationale,Forêts fermées et ouvertes,France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.88
27848,UTCF > Forêts françaises > Moyenne nationale,Forêts fermées,France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.05
27847,UTCF > Forêts françaises > Moyenne nationale,Forêts fermées et ouvertes,France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.6
27846,UTCF > Forêts françaises > Moyenne nationale,Forêts fermées,France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.71
27845,UTCF > Forêts françaises > Moyenne nationale,Forêts fermées et ouvertes,France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.38
27844,UTCF > Forêts françaises > Moyenne nationale,Forêts fermées,France,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.45
27843,UTCF > Forêts françaises > Corse,Forêts fermées et ouvertes,Corse,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.35
27842,UTCF > Forêts françaises > Corse,Forêts fermées,Corse,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.14
27841,UTCF > Forêts françaises > Corse,Forêts fermées et ouvertes,Corse,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.8
27840,UTCF > Forêts françaises > Corse,Forêts fermées,Corse,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.94
27839,UTCF > Forêts françaises > Corse,Forêts fermées et ouvertes,Corse,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.23
27838,UTCF > Forêts françaises > Corse,Forêts fermées,Corse,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.83
27837,UTCF > Forêts françaises > Corse,Forêts fermées et ouvertes,Corse,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.05
27836,UTCF > Forêts françaises > Corse,Forêts fermées,Corse,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.19
27835,UTCF > Forêts françaises > Champagne-Ardenne,Forêts fermées et ouvertes,Champagne-Ardenne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.83
27834,UTCF > Forêts françaises > Champagne-Ardenne,Forêts fermées,Champagne-Ardenne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.92
27833,UTCF > Forêts françaises > Champagne-Ardenne,Forêts fermées et ouvertes,Champagne-Ardenne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.6
27832,UTCF > Forêts françaises > Champagne-Ardenne,Forêts fermées,Champagne-Ardenne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.6
27831,UTCF > Forêts françaises > Champagne-Ardenne,Forêts fermées et ouvertes,Champagne-Ardenne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.06
27830,UTCF > Forêts françaises > Champagne-Ardenne,Forêts fermées,Champagne-Ardenne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.06
27829,UTCF > Forêts françaises > Champagne-Ardenne,Forêts fermées et ouvertes,Champagne-Ardenne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-1.6
27828,UTCF > Forêts françaises > Champagne-Ardenne,Forêts fermées,Champagne-Ardenne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-1.6
27827,UTCF > Forêts françaises > Centre-Val de Loire,Forêts fermées et ouvertes,Centre-Val de Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.14
27826,UTCF > Forêts françaises > Centre-Val de Loire,Forêts fermées,Centre-Val de Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.28
27825,UTCF > Forêts françaises > Centre-Val de Loire,Forêts fermées et ouvertes,Centre-Val de Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-7.38
27824,UTCF > Forêts françaises > Centre-Val de Loire,Forêts fermées,Centre-Val de Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-7.46
27823,UTCF > Forêts françaises > Centre-Val de Loire,Forêts fermées et ouvertes,Centre-Val de Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.13
27822,UTCF > Forêts françaises > Centre-Val de Loire,Forêts fermées,Centre-Val de Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.17
27821,UTCF > Forêts françaises > Centre-Val de Loire,Forêts fermées et ouvertes,Centre-Val de Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.91
27820,UTCF > Forêts françaises > Centre-Val de Loire,Forêts fermées,Centre-Val de Loire,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.91
27819,UTCF > Forêts françaises > Bretagne,Forêts fermées et ouvertes,Bretagne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.92
27818,UTCF > Forêts françaises > Bretagne,Forêts fermées,Bretagne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.23
27817,UTCF > Forêts françaises > Bretagne,Forêts fermées et ouvertes,Bretagne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-9.65
27816,UTCF > Forêts françaises > Bretagne,Forêts fermées,Bretagne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-9.65
27815,UTCF > Forêts françaises > Bretagne,Forêts fermées et ouvertes,Bretagne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.71
27814,UTCF > Forêts françaises > Bretagne,Forêts fermées,Bretagne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.86
27813,UTCF > Forêts françaises > Bretagne,Forêts fermées et ouvertes,Bretagne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-1.53
27812,UTCF > Forêts françaises > Bretagne,Forêts fermées,Bretagne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-1.52
27811,UTCF > Forêts françaises > Bourgogne,Forêts fermées et ouvertes,Bourgogne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.01
27810,UTCF > Forêts françaises > Bourgogne,Forêts fermées,Bourgogne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.09
27809,UTCF > Forêts françaises > Bourgogne,Forêts fermées et ouvertes,Bourgogne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.81
27808,UTCF > Forêts françaises > Bourgogne,Forêts fermées,Bourgogne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.78
27807,UTCF > Forêts françaises > Bourgogne,Forêts fermées et ouvertes,Bourgogne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.6
27806,UTCF > Forêts françaises > Bourgogne,Forêts fermées,Bourgogne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.61
27805,UTCF > Forêts françaises > Bourgogne,Forêts fermées et ouvertes,Bourgogne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.24
27804,UTCF > Forêts françaises > Bourgogne,Forêts fermées,Bourgogne,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-2.24
27803,UTCF > Forêts françaises > Basse-Normandie,Forêts fermées et ouvertes,Basse-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.8
27802,UTCF > Forêts françaises > Basse-Normandie,Forêts fermées,Basse-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.87
27801,UTCF > Forêts françaises > Basse-Normandie,Forêts fermées et ouvertes,Basse-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.93
27800,UTCF > Forêts françaises > Basse-Normandie,Forêts fermées,Basse-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-4.97
27799,UTCF > Forêts françaises > Basse-Normandie,Forêts fermées et ouvertes,Basse-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.81
27798,UTCF > Forêts françaises > Basse-Normandie,Forêts fermées,Basse-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-5.86
27797,UTCF > Forêts françaises > Basse-Normandie,Forêts fermées et ouvertes,Basse-Normandie,UTCF , Forêts françaises ,,,,kgCO2e/ha.year,élément non décomposé,-6.71
